Time,Scenario,Computation Time (sec),Timestep Index,Optimized Charging Request IDs,TOU Electricity Tariff ($/kW),TOU Demand Charge ($/kW),Grid Power (kW),Facility Load (kW),PV Output (kW),ESS Charge Power (kW),ESS Disharge Power (kW),ESS Energy Level (kWh),Total Cost ($),Grid Import Cost ($),Penalty for Unsatisfied EV ($),Demand Charge Cost ($),EV 1 Energy Required this Horizon,EV 1 Parking State,"EV 1 Connected Charger ID, 0 = None",EV 1 Power Delivered,EV 1 Power Unsatisfied,EV 2 Energy Required this Horizon,EV 2 Parking State,"EV 2 Connected Charger ID, 0 = None",EV 2 Power Delivered,EV 2 Power Unsatisfied,EV 3 Energy Required this Horizon,EV 3 Parking State,"EV 3 Connected Charger ID, 0 = None",EV 3 Power Delivered,EV 3 Power Unsatisfied,EV 4 Energy Required this Horizon,EV 4 Parking State,"EV 4 Connected Charger ID, 0 = None",EV 4 Power Delivered,EV 4 Power Unsatisfied,EV 5 Energy Required this Horizon,EV 5 Parking State,"EV 5 Connected Charger ID, 0 = None",EV 5 Power Delivered,EV 5 Power Unsatisfied,EV 6 Energy Required this Horizon,EV 6 Parking State,"EV 6 Connected Charger ID, 0 = None",EV 6 Power Delivered,EV 6 Power Unsatisfied,EV 7 Energy Required this Horizon,EV 7 Parking State,"EV 7 Connected Charger ID, 0 = None",EV 7 Power Delivered,EV 7 Power Unsatisfied,EV 8 Energy Required this Horizon,EV 8 Parking State,"EV 8 Connected Charger ID, 0 = None",EV 8 Power Delivered,EV 8 Power Unsatisfied,EV 9 Energy Required this Horizon,EV 9 Parking State,"EV 9 Connected Charger ID, 0 = None",EV 9 Power Delivered,EV 9 Power Unsatisfied,EV 10 Energy Required this Horizon,EV 10 Parking State,"EV 10 Connected Charger ID, 0 = None",EV 10 Power Delivered,EV 10 Power Unsatisfied,EV 11 Energy Required this Horizon,EV 11 Parking State,"EV 11 Connected Charger ID, 0 = None",EV 11 Power Delivered,EV 11 Power Unsatisfied,EV 12 Energy Required this Horizon,EV 12 Parking State,"EV 12 Connected Charger ID, 0 = None",EV 12 Power Delivered,EV 12 Power Unsatisfied,EV 13 Energy Required this Horizon,EV 13 Parking State,"EV 13 Connected Charger ID, 0 = None",EV 13 Power Delivered,EV 13 Power Unsatisfied,EV 14 Energy Required this Horizon,EV 14 Parking State,"EV 14 Connected Charger ID, 0 = None",EV 14 Power Delivered,EV 14 Power Unsatisfied,EV 15 Energy Required this Horizon,EV 15 Parking State,"EV 15 Connected Charger ID, 0 = None",EV 15 Power Delivered,EV 15 Power Unsatisfied,EV 16 Energy Required this Horizon,EV 16 Parking State,"EV 16 Connected Charger ID, 0 = None",EV 16 Power Delivered,EV 16 Power Unsatisfied,Charger 1 Connection State,Charger 2 Connection State,Charger 3 Connection State
2019-01-01 17:50:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.13,19.34,0,20,0,0,20,31.48148148,396.3855556,361.19177,0,35.19378564,322.12,0,0,0,0,0,0,0,0,0,322.12,0,0,0,0,0,0,0,0,0,322.12,0,0,0,0,0,0,0,0,0,322.12,0,0,0,0,0,0,0,0,0,322.12,0,0,0,0,0,0,0,0,0,322.12,0,0,0,0,0,0,0,0,0,322.12,0,0,0,0,0,0,0,0,0,322.12,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-01 17:55:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,11,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.13,19.34,0,20,0,0,20,29.62962963,396.3855556,361.19177,0,35.19378564,322.12,0,0,0,0,0,0,0,0,0,322.12,0,0,0,0,0,0,0,0,0,322.12,0,0,0,0,0,0,0,0,0,322.12,0,0,0,0,0,0,0,0,0,322.12,0,0,0,0,0,0,0,0,0,322.12,0,0,0,0,0,0,0,0,0,322.12,0,0,0,0,0,0,0,0,0,322.12,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-01 18:00:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,12,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.2634,5.17,20,20,0,0,0,27.77777778,396.3855556,361.19177,0,35.19378564,322.12,0,0,0,0,0,0,0,0,0,322.12,0,0,0,0,0,0,0,0,0,322.12,0,0,0,0,0,0,0,0,0,322.12,0,0,0,0,0,0,0,0,0,322.12,0,0,0,0,0,0,0,0,0,322.12,0,0,0,0,0,0,0,0,0,322.12,0,0,0,0,0,0,0,0,0,322.12,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-01 18:05:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.2634,5.17,20,20,0,0,0,27.77777778,396.3855556,361.19177,0,35.19378564,322.12,0,0,0,0,0,0,0,0,0,322.12,0,0,0,0,0,0,0,0,0,322.12,0,0,0,0,0,0,0,0,0,322.12,0,0,0,0,0,0,0,0,0,322.12,0,0,0,0,0,0,0,0,0,322.12,0,0,0,0,0,0,0,0,0,322.12,0,0,0,0,0,0,0,0,0,322.12,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-01 18:10:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,14,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.2634,5.17,20,20,0,0,0,27.77777778,396.3855556,361.19177,0,35.19378564,322.12,0,0,0,0,0,0,0,0,0,322.12,0,0,0,0,0,0,0,0,0,322.12,0,0,0,0,0,0,0,0,0,322.12,0,0,0,0,0,0,0,0,0,322.12,0,0,0,0,0,0,0,0,0,322.12,0,0,0,0,0,0,0,0,0,322.12,0,0,0,0,0,0,0,0,0,322.12,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-01 18:15:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,15,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.2634,5.17,204.2192591,20,0,0,15.78074095,27.77777778,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,3,180,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,0,0,1
2019-01-01 18:20:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,16,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.2634,5.17,204.2192591,20,0,0,5.398519963,26.31659806,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,3,170.6560011,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,0,0,1
2019-01-01 18:25:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,17,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.2634,5.17,204.2192591,20,0,0,15.78074095,25.8167351,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,3,180,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,0,0,1
2019-01-01 18:30:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,18,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.2634,5.17,204.2192591,20,0,0,15.78074095,24.35555538,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,3,180,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,0,0,1
2019-01-01 18:35:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,19,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.2634,5.17,204.2192591,20,0,0,15.78074095,22.89437567,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,3,180,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,0,0,1
2019-01-01 18:40:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.2634,5.17,204.2192591,20,0,0,15.78074095,21.43319595,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,3,180,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,0,0,1
2019-01-01 18:45:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,21,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.2634,5.17,204.2192591,20,0,0,15.78074095,19.97201623,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,3,180,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,0,0,1
2019-01-01 18:50:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,22,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.2634,5.17,204.2192591,20,0,0,0,18.51083651,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,3,165.7973331,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,0,0,1
2019-01-01 18:55:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,23,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.2634,5.17,204.2192591,20,0,0,15.78074095,18.51083651,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,3,180,0,0,1,0,0,0,322.12,1,9.03333E-07,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,0,4.51667E-07,1
2019-01-01 19:00:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,24,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.2634,5.17,204.2192591,20,0,0,15.78074095,17.0496568,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,3,180,0,0,1,0,0,0,322.12,1,9.0984E-07,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,0,4.5492E-07,1
2019-01-01 19:05:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,25,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.2634,5.17,204.2192591,20,0,0,0,15.58847708,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,3,165.7973331,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,0,0,1
2019-01-01 19:10:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,26,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.2634,5.17,204.2192591,20,0,0,0,15.58847708,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,3,165.7973331,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,0,0,1
2019-01-01 19:15:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,27,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.2634,5.17,204.2192591,20,0,0,15.78074095,15.58847708,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,3,180,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,0,0,1
2019-01-01 19:20:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,28,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.2634,5.17,204.2192591,20,0,0,15.78074095,14.12729736,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,3,180,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,0,0,1
2019-01-01 19:25:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,29,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.2634,5.17,204.2192591,20,0,0,15.78074095,12.66611764,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,3,180,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,0,0,1
2019-01-01 19:30:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.2634,5.17,204.2192591,20,0,0,15.78074095,11.20493793,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,3,180,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,0,0,1
2019-01-01 19:35:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,31,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.2634,5.17,204.2192591,20,0,0,15.78074095,9.74375821,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,3,180,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,0,0,1
2019-01-01 19:40:00,Test for: 3 Chargers 16 Sessions and 9.0 hrs Horizion,122.337,32,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.2634,5.17,204.2192591,20,0,0,0,8.282578493,396.3855556,361.19177,0,35.19378564,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,3,165.7973331,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,322.12,1,0,0,0,0,1,0,0,0,0,0,1
